coord_x,coord_y,label
2.6180759281716797,9.897735976419272,2
1.5168548650056544,-1.3265419261515798,1
-1.8398897353695058,9.482482328438229,2
-0.3264258062415256,1.7522065534123084,1
-7.739799948987194,-6.6518538298836845,2
1.1053165025373812,1.6903517683902076,1
-1.9927549124203738,0.24991882226696327,1
-4.854986488042665,8.302627638898452,2
7.206784723162453,6.509040671615542,2
2.144635636649168,-0.28248005264645876,1
1.709298791911756,0.8618520087036523,1
-9.968370456015206,1.290945833958298,2
9.377933348694881,4.101743651485814,2
-4.270363362509789,8.614826002633805,2
-2.3342758821605663,-9.535584283068308,2
1.0050663199793775,-1.5582774571976896,1
1.4559588176426759,1.1548497623423164,1
-9.997193212086898,-0.294997204385389,2
2.857052472544204,9.561304811528894,2
1.0128705420964519,1.1311289986043027,1
-1.8291461749620157,-0.3009862705637291,1
5.829820198718401,7.873584329489193,2
0.7939953869308818,-1.5444145547759442,1
-1.1160752047541007,-9.733267203694801,2
-2.194279831930494,9.842650545499575,2
10.017744881583345,-1.8747387697800584,2
-0.3771654335570964,-1.758274083213204,1
-1.6667714250495183,0.7479576198619993,1
-1.154326713970945,-1.3361167975493053,1
2.1504611402082188,0.4318585558002236,1
1.7713642614418732,-0.09405820621342925,1
5.437096416912809,-8.38434150996031,2
0.08755895976603287,-2.324882744726861,1
5.3170945127203115,8.481163743284677,2
-0.9493994735473015,1.2886576057307964,1
-0.20036423852640906,-10.235981475682708,2
-5.316004201972371,-8.596094187816838,2
8.915089119402749,-4.4276296953474565,2
-1.8842764943270531,1.6274198114848952,1
8.414253429520189,-5.19362862310487,2
1.3207571748129334,1.7980613048384317,1
1.2229283366648946,1.2761960327424207,1
1.1704941692738495,1.8846582507115073,1
2.405683937905429,-9.598161899032917,2
0.3698839198175526,10.39698945895311,2
-9.627628968174161,-1.7197758295244057,2
2.1200231095213864,-0.07783957271028233,1
-0.26851684711838186,1.6342206168640816,1
-8.67050724504641,-5.079491943325303,2
-9.4928679511464,4.313511520669384,2
4.883852838058791,9.016356186978406,2
-1.578518404493243,0.9041716563645367,1
1.8503256236539554,-0.398695551022474,1
-1.1170398751318025,1.696508035125292,1
-9.80423832920809,1.4228814470099331,2
-0.6326811506215774,-2.0612495348296336,1
5.07053715258968,8.313246468722516,2
4.467566335801673,8.750793991393495,2
2.0218586452149956,-0.16158793411860953,1
6.331215157303447,7.965616077622126,2
-2.088013095031575,-0.5283020496496212,1
0.012136160952494535,-2.450236162056789,1
-8.52829405235839,-5.175508359235095,2
-1.8226029829448658,-1.0749330673042423,1
-4.834655134917032,-8.647547783635462,2
-4.325510099836758,-9.339177994896414,2
1.8081907573744018,0.5895690761820133,1
1.9844395690094432,-0.4829017540913235,1
9.471767678672908,2.2539179616565326,2
-2.8601136576675388,9.50833147721049,2
6.66015957526167,7.443367108352041,2
-1.3220395549286312,-1.6103623087120063,1
9.248784871473275,-3.450529864520688,2
8.160897250431173,5.210099679232134,2
-0.24671565610877838,1.774613683997401,1
9.445547596910838,-2.0277525684603392,2
-1.3431631710532055,-10.209301645109957,2
1.58567399937836,-1.5278785414758898,1
7.766134253451289,-6.313232914324896,2
-1.8487979572215845,0.8650270104703458,1
-1.6286525550819062,-9.988093735165595,2
9.538461807587739,3.5336665734562045,2
-1.1498291598400052,-9.878228693779246,2
-6.252788284522255,8.132583810885098,2
1.9020861593621226,-0.6367807102200225,1
-0.2158439424404427,-2.2026982635931143,1
-0.12483882805286828,-1.866318272139984,1
0.015005722362572999,-1.899510922192508,1
3.529172196174275,-9.845198275206908,2
1.890254212758171,0.8351819431536297,1
-0.5625051721465014,1.9101467884267687,1
8.747504191280823,-5.477321825749089,2
1.2930078713749185,-9.809466333599687,2
-9.663930747193879,-2.192168356542799,2
-1.4067941847703755,-1.2776718247858256,1
-4.175893974078327,-8.94022592136365,2
6.572796141871408,-7.577743199748963,2
8.902363925249672,-4.5654388602585785,2
-1.9344004662649674,0.7538279368181326,1
-1.179907712187679,1.823912480478305,1
-1.9025898759421063,-1.3865601601184792,1
-4.836788158323612,8.525453804730162,2
